"REPORT_NUMBER"	"REPORT_RECEIVED_DATE"	"NAME"	"SIGNIFICANT"	"LOCATION_LATITUDE"	"LOCATION_LONGITUDE"	"NARRATIVE"
20100153	"7/22/2010"	"MARATHON PIPE LINE LLC"	"NO"	39.68524	-87.236533	"AT 10:37 THE OPERATIONS CENTER (OC) RECEIVED A CALL FROM A LANDOWNER REGARDING A VAPOR AND SMELL OF PRODUCT AT CATLIN STATION. ALL SYSTEMS IN PARKE COUNTY, INDIANA WERE SHUT DOWN. THE OC NOTIFIED THE MARTINSVILLE AREA AND PERSONNEL WERE DISPATCHED TO THE SITE. UPON ARRIVAL, A RELASE OF DIESEL FUEL WAS FOUND AT THE STATION. THE RELEASE WAS LIMITED TO WITHIN THE STATION FENCE AND DID NOT LEAVE MPL PROPERTY.  THE SOURCE OF THE RELEASE WAS FOUND TO BE THE TUBING RUN AROUND THE CONTROL VALVE. THE TUBING HAD CRACKED AT THE FITTING UPSTREAM OF THE CONTROL VALVE.  THE FREE-STANDING DIESEL FUEL WAS CLEANED UP USING DIAPERS AND A VACUUM TRUCK. ABSORBENT BOOM WAS PLACED AROUND THE PERIMETER OF THE AREA. THE CONTAMINATED ROCK WAS REMOVED. THE TUBING RUN WAS REPLACED AND PRESSURE-TESTED. THE SYSTEM AND STATION WERE RESTARTED AT 16:14 WITHOUT INCIDENT.  THE VOLUME RELEASED IS ESTIMATED TO BE 25 GALLONS PER CALCULATIONS PERFOMED BY MPL ES&R USING OBSERVATIONS PROVIDED BY ON-SITE PERSONNEL. MPL HR AND OPERATIONS SUPERVISOR DETERMINED DRUG TESTING OF FIELD TECHNICIANS NOT NECESSARY DUE TO THE FACT THAT TUBING WORK HAD NOT BEEN PERFORMED AT THE STATION WITHIN THE LAST 32 HOURS."
20100154	"7/23/2010"	"KINDER MORGAN LIQUID TERMINALS, LLC"	"NO"	40.591463	-74.219176	"AT 2020 ON 17 JULY, A TRANSFER COMMENCED FROM 100-5 TO 100-3 USING THE 100-5 TANK PUMP.  SHORTLY AFTER BEGINNING THE TRANSFER IT WAS SHUT DOWN WHEN TWO OPERATORS PERORMING ROUTING FACILIY CHECKS FOUND A GAS SPRAY AT TANK 100-5.  THE 1﾿ THERMAL RELIEF LINE WAS FOUND SHEARED AT THE PUMP SUCTION.  THE LINE WAS IMMEDIATELY SHUT DOWN AND ISOLATED.  CONTAINMENT EFFORTS WERE IMMEDIATELY PERFORMED AND RESPONSE TEAM MEMBERS WERE CALLED IN AND RECOVERY EFFORTS PERFORMED.  MAINTENANCE PERSONNEL WERE CALLED IN AND REPAIRED THE LINE BY REPLACING DAMAGED 1 inch PIPING.  SUBSEQUENT COMPANY INCIDENT ANALYSIS WAS PERFORMED AND DETERMINED LATERAL STRESS DUE TO THERMAL MOVEMENT OF PIPING CAUSED THE FAILURE.  PORTION OF 1 inch LINE WAS REPLACED WITH HIGH PRESSURE BRAIDED HOSE TO RELIEF LATERAL STRESS CAUSED BY THERMAL EXPANSION."
20100155	"7/23/2010"	"WEST TEXAS GULF PIPELINE CO"	"NO"	32.53275	-100.82947	"INTERNAL CORROSION ON 24inch SUCTION/FILL LINE TO TANK #4 RESULTING IN A 2 BARREL RELEASE OF CRUDE OIL. RE-SUBMITTED ON 3/19/2013 TO INCLUDE PART E5F PER PHMSA REQUEST."
20100156	"7/27/2010"	"ENBRIDGE ENERGY, LIMITED PARTNERSHIP"	"YES"	47.32444	-93.76306	"ON JULY 2, 2010 AT APPROXIMATELY 10:15 AM LOCAL TIME, WHILE PERFORMING ROUTINE SITE INSPECTION AT THE DEER RIVER STATION, THE ENBRIDGE SITE TECHNICIAN OBSERVED OIL SPRAYING FROM THE LINE 4 36inch SENDING TRAP DOOR. THE TECHNICIAN IMMEDIATELY BYPASSED AND ISOLATED THE TRAP AND CONTACTED THE AREA PLM AND MANAGEMENT. THE FREE PRODUCT WAS COLLECTED AND THE SENDING TRAP WAS DRAINED. AFTER INSPECTING THE TRAP DOOR, IT WAS DISCOVERED THAT THE O-RING IN THE TRAP DOOR HAD FAILED. THE O-RING WAS IMMEDIATELY REPLACED AND THE TRAP WAS RETURNED TO NORMAL OPERATION. CONTAMINATED SOIL FROM THE IMPACTED AREA WAS REMOVED AND WILL BE DISPOSED AT AN APPROVED FACILITY."
20100157	"7/27/2010"	"EXPLORER PIPELINE CO"	"YES"	40.647936	-88.340732	"ON JUNE 28, 2010 AT APPROXIMATELY 08:30 AN EXPLORER PIPELINE TECHNICIAN ARRIVED AT THE CHATSWORTH, IL PUMP STATION AND IDENTIFIED PRODUCT INSIDE A VAULT UTILIZED FOR A PIPELINE PIG SIG. ON JUNE 28, 2010 AT APPROXIMATELY 16:00 A CONTRACTOR BEGAN EXCAVATING THE AREA TO DETERMINE THE SOURCE.  ON JUNE 29, 2010 AT 09:00 A 2 INCH STATION LINE WAS IDENTIFIED AS THE SOURCE. THE 2 inch SECTION OF PIPE WAS CUT-OUT AND SUBMITTED FOR METALLURGICAL TESTING.  THE FINAL METALURDICAL REPORT INDICATED THE PITTING RESEMBLES MICROBE INDUCED CORROSION.   ALL FREE-PHASE PRODUCT WAS RECOVERED AND ANY PETROLEUM IMPACTED SOIL FROM THE RELEASE WAS EXCAVATED, TESTED AND PROPERLY DISPOSAL.  THE HIGHEST PRESSURE THE PREVIOUS 30-DAYS WAS 464.8 PSI. SUPPLEMENT REPORT WAS GENERATED TO ENTER THE INFORMATION PHMSA REQUESTED IN PART C3A TO 3H, BUT SYSTEM WILL NOT ALLOW DATA TO BE ENTERED INTO THE SYSTEM. COMMUNICATED INFORMATION ABOUT PART C TO PHMSAS CENTRAL REGION."
20100158	"7/28/2010"	"MAGELLAN PIPELINE COMPANY, LP"	"YES"	41.31827	-95.93719	"AT 05:00 THE MAGELLAN PIPELINE COMPANY, L.P. OPERATIONS CONTROL CENTER IN TULSA, OK RECEIVED A CALL INDICATING THE PRESENCE OF A STRONG GASOLINE ODOR FROM A STORM SEWER ADJACENT TO THE SUBJECT PIPELINE.  THE LINE WAS IMMEDIATELY SHUT DOWN AND LOCAL MAGELLAN PERSONNEL WERE CALLED OUT TO INVESTIGATE, RESULTING IN DISCOVERING THIS RELEASE.  REPAIR WAS MADE USING A PRESSURE-CONTAINING FULL ENCIRCLEMENT SLEEVE, AND IMPACTED SOIL WAS REMOVED AND REPLACED WITH CLEAN SOIL."
20100159	"7/28/2010"	"MAGELLAN AMMONIA PIPELINE, L.P."	"NO"	37.84074	-98.41963	"DURING HYDROSTATIC TESTING A PINHOLE SIZE RELEASE WAS DISCOVERED THAT EVIDENTLY OCCURRED BEFORE THE HYDROSTATIC TEST BEGAN.  THE DEFECTIVE PIPE WAS REPLACED WITH NEW PIPE AND HYDROSTATIC TESTING CONTINUED.  IMPACTED SOIL WAS SREMEDIATED IN ACCORDANCE WITH STATE AND COMPANY PROCEDURES."
20100160	"7/30/2010"	"SUNOCO PIPELINE L.P."	"NO"	36.00943	-96.55946	"ON JULY 4, 2010 THE GAUGER REPORTED DEAD VEGETATION OVER 8 inch FILL LINE TO TANK 258 TO THE AREA SUPERVISOR.  AREA SUPERVISOR SHUT DOWN ALL INCOMING OIL LINES.  EXCAVATION DOWN GRADIENT OF DEAD VEGETATION REVEALED ABANDONED 2 inch LINE. THIS PIPE WAS THE ONLY SOURCE WITH ANY VOLUME OF STANDING OIL IN THE AREA.  APPROXIMATELY 80 FEET OF 2 inch PIPE WAS REMOVED.  INCOMING OIL LINES WERE RESTARTED, CONTAMINATED SOIL WAS REMEDIATED ON SITE AND THE EXCAVATION WAS LEFT OPEN TO VERIFY THE 2 inch LINE WAS THE SOURCE.  ON JULY 12, 2010 THE AREA SUPERVISOR CHECKED THE EXCAVATION AND FOUND APPROXIMATELY 20 GALLONS OF FREE OIL IN THE EXCAVATION.  SUPERVISOR SHUT DOWN ALL INCOMING OIL LINES AND BEGAN EXCAVATION OF THE 8 inch FILL LINE.  UP GRADIENT FROM THE DEAD VEGETATION AREA A PINHOLE LEAK WAS DISCOVERED ON THE 8 inch LINE.  THE LINE WAS CLAMPED AND AN 8 HOUR HYDROTEST WAS CONDUCTED.   ONE JOINT OF PIPE WAS INSTALLED FOR REPAIR AND THE LINE WAS RESTARTED. RE-SUBMITTED ON 3/27/2013 TO INCLUDE PART E5F PER PHMSA REQUEST."
20100161	"7/30/2010"	"SUNOCO PIPELINE L.P."	"NO"	32.47831	-94.86801	"PINHOLE LEAK IN GIRTH WELD DUE TO CORROSION. PIPE ISOLATED AND REMOVED FROM SERVICE SINCE THIS WAS A SECTION OF DEADLEG STATION PIPING.  SUPPLEMENTA/FINAL REPORT SUBMITTED PER PHMSA REQUEST ON 3/6/2013.  ITEMS UPDATED INCLUDE PARTS C3A THROUGH H AND PART E5F."
20100162	"8/1/2010"	"WHITE CLIFFS PIPELINE, LLC"	"NO"	36.01526	-96.75729	"SUMP OVERFLOWED ALLOWING APPROXIMATELY 3.5 BBLS OF CRUDE OIL TO ESCAPE FROM TANK.  OIL WAS CONTAINED IN FACILITY CONTAINMENT POND.  CAUSE WAS DETERMINED TO BE TRASH UNDER CHECK VALVE ALLOWING OIL TO FILL SUMP TANK."
20100163	"8/2/2010"	"DIXIE PIPELINE"	"YES"	33.53866	-82.53516	"ON JULY 5, 2010, A PRIVATE LANDOWNER WAS PERFORMING ROAD WORK ON HIS PROPERTY ADJACENT TO A POND AND WITHIN THE DIXIE PIPELINE DESIGNATED ROW. THE LANDOWNER DID NOT CONTACT ONE-CALL AND DID NOT CONTACT DIXIE. THE LANDOWNER HIT THE 8-INCH DIXIE PIPELINE ON HIS PROPERTY WITH HIS DOZER.  A GOUGE AND SPLIT FROM THE DOZER THAT PENETRATED THROUGH THE WALL OF THE PIPELINE RESULTED IN A RELEASE OF PROPANE THAT LED TO A SUBSEQUENT EXPLOSION AND FIRE.  THE LANDOWNER, WHO WAS OPERATING THE DOZER, WAS INJURED BY THE RELEASE. ONE FATALITY RESULTED FROM THE SUBSEQUENT EXPLOSION AND FIRE WITH ADDITIONAL PROPERTY DAMAGE ENSUING.  THE OPERATOR TOOK IMMEDIATE ACTION TO ISOLATE THE PIPELINE AND REDUCE THE IMPACT TO THE PUBLIC AND THE ENVIRONMENT."
20100165	"8/5/2010"	"ENTERPRISE PRODUCTS OPERATING LLC"	"YES"	29.62478	-95.09823	"THE PIPELINE WAS SHUT IN AT 1520 HRS ON 07/08/2010 AND MONITORED THE PRESSURE TO DETERMINE IF THE LEAK IN THE ROW CONTAINING 9 PIPELINES. THERE WERE 3 OTHER LINES IN THE ROW CARRYING PROPYLENE. THIS WAS A VERY SMALL LEAK THAT WAS NOTICEABLE ONLY BECAUSE IT WAS RAINING WITH BUBBLING IN THE WATER. WE CAUGHT A VAPOR SAMPLE OF THE GAS AND DELIVERED TO THE MONT BELVIEU LAB WHICH VERIFIED IT WAS PROPYLENE. AT APPROXIMATELY 1900, 07-08-10 PIPELINE COMPLIANCE WAS NOTIFIED THAT THERE WAS A LEAK IN THE ROW NEAR OUR LINE BUT WE HAD NOT VERIFIED THAT IT WAS OUR LINE AND EXPLAINED WHAT WE WERE DOING TO MONITOR THE LINE THROUGH THE NIGHT. WE MONITORED THE PRESSURE ON OUR PIPELINE FOR APPROXIMATELY 6.5 HOURS AND HAD A 22 PSIG PRESSURE DROP ON THE PIPELINE. THIS WAS NOT CONCLUSIVE THAT THE LEAK WAS OURS BUT THAT IT MAY BE SINCE THERE WAS A SMALL DROP IN PIPELINE PRESSURE.  THE RRC CONTACTED ENTERPRISE REPRESENTATIVE ON THE SCENE AT THE TIME OF THE ROAD CLOSURE AND HE EXPLAINED THAT WE DID NOT KNOW IF THE LEAK WAS OURS. WE GAVE THE RRC REPRESENTATIVE THE PHONE NUMBERS OF THE OTHER PIPELINE COMPANIES IN THE ROW AND THEY CONTACTED THEM TO RETURN TO THE SITE TO FURTHER REVIEW THEIR SYSTEMS.  AT APPROXIMATELY 1800 ON 07-09-10 WE DISCUSSED THE PROGRESS WE WERE MAKING WITH PIPELINE COMPLIANCE AND AGAIN STATED WE DID NOT KNOW IF IT WAS OUR LEAK. I ALSO INFORMED HIM THAT THE RRC WANTED TO BE CONTACTED WHEN THE LEAK WAS IDENTIFIED. WHEN THE STOPPLE WAS EXCAVATED AND THE FLANGE WAS ATTEMPTED TO BE REMOVED IT WAS FOUND THAT THE COMPLETION PLUG WAS LEAKING AND WE COULD NOT USE THE STOPPLE. AT THIS TIME OUR ONLY ALTERNATIVE WAS TO CLEAR THE ENTIRE SECTION OF PIPELINE (7.5 MILES) FROM THE VALVE ON THE WEST SIDE OF RED BLUFF TO MORGAN﾿S POINT. WE DIVERTED THE PORTABLE FLARE THAT WAS TO BE USED AT RED BLUFF TO MORGAN﾿S POINT AND STARTED FLARING AT APPROXIMATELY 2030 HOURS ON FRIDAY, 07-09-10.  WE MANNED THE LEAK SITE WHILE FLARING THROUGH THE NIGHT. WE DETERMINED WE COULD EXPEDITE CLEARING OF THE LINE BY SETTING UP A SECOND FLARE AT THE EAST SIDE OF RED BLUFF AND USE THE TOR FITTING TO FLARE THE LINE AT THIS LOCATION. AT APPROXIMATELY 1000 SATURDAY MORNING, 07-10-10 WE STARTED THE SECOND FLARE.  BY APPROXIMATELY 2100 HOURS THE LINE PRESSURE HAD DROPPED TO 10 PSIG. AT THIS TIME NITROGEN WAS PUMPED INTO THE LINE FROM THE VALVE SITE ON THE WEST SIDE OF RED BLUFF DISPLACING TO THE MORGAN﾿S POINT FLARE. THIS WAS CONTINUED THROUGH THE NIGHT.  ON SUNDAY, 07-11-10 THE LINE WAS INERT AND THE LEAK SITE WAS EXCAVATED. WHEN EXCAVATION WAS COMPLETE, THE LINE WAS SWEPT WITH NITROGEN AND THE LEAK SITE WAS IDENTIFIED AT APPROXIMATELY 1700. NOTIFIED PIPELINE COMPLIANCE THAT THE LEAK WAS OURS AT APPROXIMATELY 1800 ON SUNDAY, 07-11-10, BUT STILL DID NOT MEET REPORTING VOLUME. WE PROCEEDED TO REPAIR THE PIPELINE AND PREPARE FOR COMMISSIONING ON MONDAY, 07-12-10. FAILURE CAUSE DETERMINATION PENDING FAILURE ANALYSIS LAB RESULTS."
20100166	"8/5/2010"	"TC OIL PIPELINE OPERATIONS INC"	"NO"	43.965346	-97.694305	"THE LOCATION OF THE RELEASE IS A PUMP STATION OWNED AND OPERATED BY TRANSCANADA KEYSTONE PIPELINE, LP (TRANSCANADA). THE PUMP STATION IS IN A RURAL AREA LOCATED AT APPROXIMATELY THREE MILES SOUTH OF ROSWELL, SOUTH DAKOTA. THE RELEASE OF PETROLEUM WAS ENTIRELY CONTAINED ON TRANSCANADA PROPERTY.  THE RELEASE OCCURRED FROM A LOOSE FITTING ON AN ABOVE GROUND DAMPER SYSTEM ASSOCIATED WITH AN INJECTION PUMP. OIL WAS RELEASED FROM THE LOOSE FITTING FOR AN APPROXIMATE 3 SECOND PERIOD UNTIL THE SYSTEM WAS MANUALLY SHUT DOWN. AN ESTIMATED 100 GALLONS OF OIL SPRAYED OVER AN AREA OF APPROXIMATELY 60 FEET BY 110 FEET WITHIN THE PUMP STATION LOCATION. TRANSCANADA PERSONNEL WERE ONSITE AT TIME OF THE OIL RELEASE, THE INJECTOR PUMP WAS IMMEDIATELY SHUT DOWN AND CONTAINMENT AND RECOVERY ACTIVITIES INITIATED. A MAINTENANCE TEAM MOBILIZED TO THE SITE UPON NOTIFICATION OF THE RELEASE ON JUNE 23, 2010 AT 12 NOON  CDT. THE PULSATION DAMPENER ON THE INJECTION PUMP WAS REMOVED AND VISUALLY INSPECTED. THE INSPECTION REVEALED THE THREADED NIPPLE WAS NOT INSTALLED PROPERLY AND WAS NOT THE CORRECT LENGTH. THE THREADED NIPPLE ON THE PULSATION DAMPENER WAS REPLACED."
20100167	"8/6/2010"	"EXXONMOBIL PIPELINE CO"	"NO"	29.630833	-95.119722	"SEAL FAILURE ON DILUTE PROPYLENE PUMP.  ANALYSIS OF THE FAILED SEAL SUGGESTED THAT A BLACK POWDER MAY HAVE CONTRIBUTED TO THE PREMATURE FAILURE OF THE SEAL.  EMPCO IS INCREASING THE FREQUENCY OF FILTER CHANGES UNTIL THE SOURCE OF THE BLACK POWDER IS IDENTIFIED."
20100168	"8/9/2010"	"PLANTATION PIPE LINE CO"	"NO"	38.09072	-77.44581	""
20100169	"8/10/2010"	"ONEOK NGL PIPELINE LP"	"NO"	35.23317	-97.60874	"EMPLOYEE OBSERVED PRODUCT VAPOR ESCAPING FROM FLANGE FITTING. BOLTS ON FITTINGS WER RE-TIGHTENED WHICH STOPPED VAPOR LEAK."
20100170	"8/10/2010"	"ONEOK NGL PIPELINE LP"	"YES"	36.77451	-97.75519	"ONEOK PLANT OPERATOR DISCOVERED VAPORS RELEASE FROM THE LINE 1 STATIONARY PROVER IN THE MEDFORD YARD.  THE PROVER WAS ISOLATED AND DEPRESSURED.  THE PROVER HAS BEEN REMOVED FROM SERVICE AND THE ENCLOSURE WILL BE REPLACED."
20100171	"8/10/2010"	"CITGO PIPELINE CO"	"NO"	30.145766	-94.404044	"THE INTERNAL DRAIN PIPING WITHIN A STORAGE TANK FAILED ALLOWING CRUDE OIL TO ENTER THE PIPING AND BE RELEASED DURING THE DRAINING OF WATER OFF THE ROOFTOP.  UNTIL THE TANK IS TAKEN OUT-OF-SERVICE AND CLEANED, THE EXTENT AND CAUSE OF THE FAILED DRAIN PIPING IS UNKNOWN.  THE INTERNAL DRAIN SYSTEM CONSISTS OF PIPING, FLANGES AND THE PIVOT MASTER JOINT THAT CONSISTS OF GALVANIZED SIDE PLATES WITH SPIRAL WOUND GASKETS AND BOLTING HARDWARE.  THE EVALUATION OF THE COMPONENTS OF THE CONSTRUCTED SYSTEM DEPICT THAT IT IS LIKELY THAT A GASKET ON THE SYSTEM HAS FAILED.  THIS DRAIN PIPING HAS BEEN ISOLATED BOTH ONTOP OF THE TANK ROOF AND AT THE VALVE NEAR THE SHELL NOZZLE AT THE BOTTOM OF THE TANK ELIMINATING THE POSSIBILITY THAT CRUDE OIL CAN BE RELEASED FROM IT TO THE GROUND GOING FORWARD.  THIS DRAIN SYSTEM WILL BE REPLACED WHEN THE TANK IS TAKEN OUT OF SERVICE FOR API 653 INTERNAL INSPECTION."
20100172	"8/10/2010"	"ONEOK NGL PIPELINE LP"	"NO"	30.45372	-94.97393	"ONEOK FIELD REPRESENTATIVE WAS NOTIFIED BY PIPELINE CONTROL OF A POTENTIAL VAPOR RELEASE AT SHEPHERD BOOSTER.  UPON ARRIVING AT BOOSTER EMPLOYEE DISCOVERED THE O-RING ON THE P3 FLUSH FILTER VESSEL CLOSURE HAD FAILED.  O-RING WAS REPLACED."
20100173	"8/10/2010"	"ONEOK NGL PIPELINE LP"	"NO"	35.55435	-97.10423	"ONEOK FIELD REPRESENTATIVE WAS NOTIFIED BY PIPELINE CONTROL OF A GAS DETECT AT HAMMETT BOOSTER.  UPON ARRIVING AT BOOSTER EMPLOYEE DISCOVERED THE O-RING ON THE P2 FLUSH FILTER VESSEL CLOSURE HAD FAILED.  O-RING WAS REPLACED."
20100174	"8/11/2010"	"EXXONMOBIL PIPELINE CO"	"NO"	32.28594	-94.500617	"THE LEAK WAS EXCAVATED AND IT WAS DETERMINED TO BE AN PIN HOLE INTERNAL CORROSION LEAK. A TEMPORARY CLAMP WAS INSTALLED. PIPE IS SCHEDULE TO BE EMPTIED AND REMOVED . LEAK OCCURED INSIDE THE TANK FIREWALL AND  0.48 OR 20 GALON RELEASE TO SOIL INSIDE THE FIREWALL. REMEDIATED IMMEDIATELY.  PIPE WAS DRAIN OF ALL OIL  AND REMOVED.  PIPE IS  ISOLATED FROM SYSTEM. AL WORK COMPLETE 3-18-1. SUPPLEMENTAL REPORT 7-31-13  SUPPLEMENTAL CREATED TO CORRECT  NULL IN PART E 5 (F) PIPELINE FUCTION SECTION-ADDED TRUNKLINE AS REQUESTED BY PHMSA."
20100175	"8/12/2010"	"SUNOCO PIPELINE L.P."	"NO"	32.06839	-96.47081	"DURING A ROUTINE VISUAL INSPECTION OF CORSICANA STATION, THE STATION OPERATOR FOUND A CRUDE OIL LEAK ON AN ABOVEGROUND 16inch TANK FILL LINE.  THE STATION WAS NOT RECEIVING AT THE TIME SO THE ONLY PRESSURE ON THE LINE WAS HEAD PRESSURE FROM THE TANK.  THE TANK FILL LINE WAS ISOLATED AND A CLAMP WAS INSTALLED ON THE LINE UNTIL PERMANENT REPAIRS ARE MADE.  APPROXIMATELY 3 BARRELS WERE RELEASED DUE TO INTERNAL CORROSION ON THE BOTTOM OF THE PIPE.  THE CONTAMINATED SOIL WAS REMEDIATED ONSITE.  PIPE REPLACEMENT WAS COMPLETED ON APRIL 29, 2011.  RE-SUBMITTED ON 3/27/2013 TO INCLUDE PART E5F PER PHMSA REQUEST."
20100176	"8/13/2010"	"KOCH PIPELINE COMPANY, L.P."	"NO"	29.630232	-95.058734	"THIRD PARTY NOTIFIED KPL OF LEAKING FITTING ON THE PIG TRAP.  KPL RESPONDED TO THE SITE AND DEPRESSURED THE PIG TRAP AND REPLACED THE O-RING ON THE THREADED PLUG THAT FAILED AND CAUSED THE RELEASE."
20100177	"8/16/2010"	"PLANTATION PIPE LINE CO"	"YES"	30.78251	-90.75851	"THE PUMPING STATION IS AN UNMANNED FACILITY.  IT APPEARS THAT THE 2-INCH DRAIN VALVE ON THE MDG 18-INCH PIPELINE BLOCK VALVE WAS COMPROMISED DURING RECENT FREEZING WEATHER.  PRODUCT DRIPPED FROM THE DRAIN VALVE INTO A CONCRETE CONTAINMENT BASIN UNDERNEATH THE BLOCK VALVE.  THE PRODUCT THEN FLOWED DOWN A PVC DRAIN LINE AND INTO THE FACILITY'S CATCHMENT BASIN.  NO PRODUCT WAS RELEASED FROM THE CATCHMENT BASIN.  THE DRAIN TO THE CONTAINMENT BASIN WAS PARTIALLY BLOCKED WITH DEBRIS WHICH CAUSED WATER AND GASOLINE TO OVERFLOW DURING A SIGNIFICANT RAIN EVENT AND THE PRODUCT WAS RELEASED ONTO THE LAND SURFACE IN THE IMMEDIATE VICINITY OF THE BLOCK VALVE.  THE PRODUCT APPARENTLY MIGRATED THROUGH THE SUBSURFACE AND ALONG ONE OF THE FACILITIES PIPELINES AND WAS DISCHARGING INTO A SHALLOW ROADSIDE DITCH LOCATED IMMEDIATELY EAST OF THE FACILITY WHERE THE PIPELINES EXIT THE FACILITY.  PRODUCT WAS OBSERVED IN THE SHALLOW DITCH FOR A DISTANCE OF APPROXIMATELY 300 FEET SOUTH OF WHERE IT WAS DISCHARGING INTO THE DITCH."
20100178	"8/16/2010"	"SFPP, LP"	"NO"	38.780525	-121.246797	"A RELEASE OCCURRED WHEN THE POLY DIAPHRAGM FAILED ON A LOW SUCTION PRESSURE SHUT DOWN SWITCH. THIS ALLOWED PRODUCT TO FLOW OUT OF THE SWITCH HOUSING AND ONTO THE SOIL. AT THE TIME OF THE FAILURE, THE OPERATOR WAS GAUGING A TANK FOR A PRODUCT SWITCH. WHEN RETURNING TO THE CONTROL ROOM, HE NOTICED THE RELEASE AND IMMEDIATELY ISOLATED THE SWITCH, STOPPING THE RELEASE. LS 64 WAS PROMPTLY SHUT DOWN AND NOTIFICATIONS BEGAN. THE SWITCH WAS REPLACED WITH A MODEL CONTAINING A STAINLESS DIAPHRAGM. * NOTE: PART C ﾿ ADDITIONAL FACILITY INFORMATION (4) ﾿ ESTIMATED YEAR OF INSTALLATION"
20100179	"8/19/2010"	"MAGELLAN AMMONIA PIPELINE, L.P."	"YES"	40.36468	-96.65431	"WELDER WAS TACKING A TOR FITTING ONTO THE LINE TO ASSIST IN RELIEVING VAPORS IN THE PIPE AS PART OF THE PROCESS OF EMPTYING CONTENTS OF PIPE IN PREPARATION FOR CONDUCTING A HYDROSTATIC TEST OF THE PIPELINE SEGMENT WHEN THE PIPE BEGAN MOVING AND MAKING A NOISE.  THE PIPE SUBSEQUENTLY EMERGED FROM THE EXCAVATED TRENCH AND BOWED, CREAKING A CRACK ON THE BOTTOM OF THE PIPE.  THE PIPE SEGMENT WAS REMOVED FROM THE LINE AND SENT FOR METALLURGICAL ANALYSIS.  REPAIR WAS MADE BY INSTALLING A NEW PIECE OF PIPE AND THE HYDROSTATIC TEST CONTINUED."
20100180	"8/25/2010"	"EXPLORER PIPELINE CO"	"YES"	38.82204	-90.07892	"ON JULY 27, 2010 WHILE AN EMPLOYEE WAS CONDUCTING A ROUTINE STATION INSPECTION SOME FREE-PHASE DIESEL FUEL WAS LOCATED IN A MANIFOLD. THE MANIFOLD WAS EXCAVATED AND THE SOURCE OF THE RELEASE WAS IDENTIFIED AS A SUCTION/FILL PIPE FROM A TANK TO THE MANIFOLD.   THE STATION SUCTION/FILL PIPING FROM THE TANK TO THE MANIFOLD WAS REPLACED. THE REMOVED SECTION OF PIPE WAS INSPECTED AND TESTED WITH DIXIE TESTING AND PRODUCTS, INC.  THE TEST RESULTS REVEALED MICROBE INDUCED CORROSION.  ALL FREE-PHASE PRODUCT WAS RECOVERED AS WELL AS ALL IMPACTED SOIL WAS TESTED AND PROPERLY MANAGED.   FORM SUPPLEMENTED TO ACCOUNT FOR QUESTION E.F.5."
